x y z
25.420189 -50.005974 63.816795
9.68802 -46.829056 64.306343
18.254528 -47.058693 67.843529
38.661686 -4.151959 49.495937
27.85008 -2.534285 52.194916
28.36622 -12.007851 59.991428
22.69175 -2.687132 61.607311
57.021976 6.620784 31.993122
61.309147 -34.541691 23.997492
50.853611 -30.781927 26.789511
59.575981 -21.977711 24.792917
60.174271 -29.961416 36.417461
51.238632 2.132078 44.120605
49.763123 3.311224 3.989387
52.527546 12.193822 11.218051
57.456646 8.489112 17.827759
39.023685 2.577619 -14.052041
40.294167 8.726823 -1.761601
38.201942 -8.724125 -6.781188
35.104614 3.944411 12.622155
9.446433 -26.226618 41.039055
10.750221 -36.906002 44.450645
13.622265 -24.612471 43.186909
11.535727 -43.994865 51.900246
10.846134 -32.429752 49.466846
3.125155 -15.875453 38.153725
6.919433 5.129038 40.521362
7.110447 11.024316 50.681831
5.896746 -2.462632 63.75354
58.229836 -42.350479 27.546776
54.591209 -45.930031 36.534977
56.477791 -38.279873 42.212051
13.981207 5.355492 67.264046
26.120302 52.927551 18.906704
36.070896 43.013096 23.580673
22.469221 51.440269 28.014975
29.739197 41.11314 29.792616
44.81662 40.22958 3.524956
30.566917 21.784428 -6.804451
32.453346 27.01577 5.404812
41.517685 18.173611 6.137795
53.328243 21.411747 12.185274
10.449668 34.289814 24.736761
9.839375 21.860929 33.919067
5.688027 12.547705 60.374443
3.116534 15.1453 27.687695
20.653435 15.037899 -21.973152
12.919373 20.852959 -19.553202
22.303061 32.771271 -14.886853
10.773808 45.48695 -22.535789
3.801089 23.529848 -24.106947
4.167694 26.789673 -12.279928
7.68483 63.53249 -13.212887
44.953796 -3.532568 -43.136826
22.672834 8.201649 -38.755093
28.183662 -5.337574 -34.88348
42.652382 -14.466942 -27.137529
40.885387 14.880227 -35.816788
52.720551 -22.587072 -29.09832
32.255772 13.500024 -30.62606
44.880302 -32.07391 -22.155392
45.180401 8.731507 -17.910978
33.968643 -67.080254 39.207081
47.215065 -37.353317 45.426773
41.208717 -46.53426 43.247185
33.838703 -48.187836 45.557144
25.211102 7.263208 53.139343
47.043484 31.469427 14.781294
40.284885 44.313046 12.600484
46.51189 17.522566 23.70154
44.937149 30.200314 25.284811
46.904285 7.120638 25.823822
39.738899 13.311274 31.956882
44.229576 3.456192 36.585701
3.75306 -3.135973 31.526245
58.399918 -37.939457 -20.4991
63.049416 -28.621622 -14.444299
59.775581 -47.278606 -6.324475
52.218525 -54.587379 34.01614
46.336655 -61.836063 41.440525
49.488945 -46.630169 45.193783
48.341797 -54.04586 45.174564
38.511169 -56.914677 44.557755
38.888546 30.028988 35.125835
41.663944 18.588438 40.640186
31.781744 27.794731 42.832821
40.784565 6.43126 46.566422
36.041222 13.43832 53.547012
22.336174 12.949084 60.24614
27.022732 52.873573 -13.127998
36.236237 39.7789 -10.483279
20.107134 60.601173 -4.620333
40.975311 51.431461 -4.619966
27.536732 53.887188 5.214315
5.85076 32.030521 42.855808
5.506352 23.708261 52.086449
16.399769 -63.626133 29.86721
13.460472 -70.278374 40.048794
7.968904 -48.749153 44.926094
6.090671 -61.399147 47.195049
7.900022 -68.195541 50.491226
6.779218 -53.003342 54.803196
6.323457 -40.721199 24.651922
5.001796 -26.711452 28.327236
4.091939 -14.12024 30.310373
59.299156 -10.804474 -13.424005
51.464382 -53.790585 22.094013
48.879642 -62.139381 29.184114
41.815559 -70.0867 38.844673
23.776325 38.65601 36.584671
24.635269 21.019489 46.304363
20.550125 31.54685 49.586761
5.589296 -47.16811 12.747524
6.662562 -50.715012 24.790726
4.863767 -64.042694 26.366888
4.220881 -31.43733 35.585163
10.36242 -42.350872 36.312668
8.417777 -55.296928 36.563709
5.383777 -67.217476 38.277729
6.411176 45.806286 -13.671021
6.430793 39.17054 -4.630375
8.479033 54.779999 -1.019994
12.189839 66.994621 6.757853
8.026621 43.561344 8.167227
7.518947 54.166428 14.269076
4.211723 29.35722 18.458609
61.968689 -29.711325 -4.352576
59.729225 -39.715939 2.167411
55.064892 4.849816 -29.846565
58.34528 -13.055832 -23.485277
16.066927 59.868176 21.467302
5.897055 48.214287 32.959476
14.149566 48.115425 39.060978
9.495489 36.450787 53.01791
12.225532 18.965286 60.92786
34.559082 24.060068 -17.997417
48.94698 34.118092 -10.136933
52.330177 29.700483 3.36864
45.294754 -72.631226 26.792526
12.059001 -46.540024 2.78058
14.040988 -54.237572 15.288728
34.264275 -27.799477 -24.471743
22.091427 -20.065191 -26.885408
31.959814 -35.91827 -12.56867
50.969494 10.777175 -20.377661
52.422356 -6.206191 -12.419981
47.933376 -23.670603 -6.094787
60.689606 -15.175468 -2.589501
48.540218 -35.333179 3.303046
60.53281 -27.582752 2.82622
57.093281 -47.415363 7.391661
50.998875 -55.046013 10.835421
51.513676 -42.061562 14.212196
52.600281 -48.882881 15.017731
60.20591 -38.06097 14.285173
53.367092 -47.036522 24.535801
